ID_Venta,Fecha,Pais,Ciudad,Cliente,Producto,Categoria,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
1854,7/7/2024,Bolivia,Santa Cruz,Carlos Sanchez,Laptop,Electronica,4,1058.37,4233.48,Aereo,Entregado
1855,1/3/2024,Bolivia,Santa Cruz,Pedro Rodriguez,Escritorio,Muebles,1,315.55,315.55,Terrestre,En transito
1856,7/4/2024,Venezuela,Caracas,Pedro Martinez,Celular,Electronica,3,95,285,Terrestre,Cancelado
1857,24/3/2025,Paraguay,Encarnacion,Juan Perez,Escritorio,Muebles,3,542.87,1628.61,Aereo,Pendiente
1858,11/12/2024,Paraguay,Encarnacion,Carlos Sanchez,Monitor,Electronica,2,232.44,464.88,Aereo,Entregado
1859,14/5/2024,Peru,Lima,Laura Martinez,Escritorio,Muebles,4,350.96,1403.84,Terrestre,Cancelado
1860,17/5/2024,Ecuador,Guayaquil,Pedro Garcia,Laptop,Electronica,5,259.64,1298.2,Aereo,Cancelado
1861,16/11/2024,Venezuela,Valencia,Lucia Perez,Auriculares,Accesorios,5,83.2,416,Aereo,Pendiente
1862,25/4/2024,Paraguay,Encarnacion,Lucia Perez,Tablet,Electronica,1,119.1,119.1,Maritimo,En transito
1863,5/5/2024,Brasil,Brasilia,Ana Sanchez,Camara,Electronica,1,378.52,378.52,Terrestre,Pendiente
1864,14/3/2025,Paraguay,Encarnacion,Juan Lopez,Silla ergonomica,Muebles,4,701.29,2805.16,Aereo,Cancelado
1865,2/1/2024,Chile,Valparaiso,Carlos Rodriguez,Impresora,Oficina,4,322.1,1288.4,Maritimo,Pendiente
1866,12/7/2024,Bolivia,Santa Cruz,Juan Rodriguez,Auriculares,Accesorios,5,937.08,4685.4,Maritimo,Cancelado
1867,17/4/2024,Colombia,Bogota,Lucia Garcia,Impresora,Oficina,2,439.4,878.8,Aereo,Pendiente
1868,13/3/2024,Chile,Concepcion,Juan Rodriguez,Escritorio,Muebles,5,1188.97,5944.85,Terrestre,En transito
1869,18/12/2024,Bolivia,Cochabamba,Luis Rodriguez,Impresora,Oficina,3,124.11,372.33,Aereo,Pendiente
1870,2/4/2024,Argentina,Rosario,Ana Lopez,Impresora,Oficina,2,221.1,442.2,Aereo,Entregado
1871,11/10/2024,Ecuador,Quito,Lucia Garcia,Laptop,Electronica,3,139.71,419.13,Aereo,En transito
1872,12/3/2024,Venezuela,Maracaibo,Pedro Garcia,Celular,Electronica,1,433.83,433.83,Maritimo,Entregado
1873,8/6/2024,Chile,Valparaiso,Pedro Lopez,Camara,Electronica,3,910.99,2732.97,Maritimo,Entregado
1874,3/8/2024,Argentina,Rosario,Pedro Garcia,Celular,Electronica,5,881.97,4409.85,Terrestre,En transito
1875,26/3/2025,Ecuador,Quito,Carlos Rodriguez,Auriculares,Accesorios,3,650.53,1951.59,Aereo,Entregado
1876,27/2/2024,Ecuador,Guayaquil,Laura Sanchez,Tablet,Electronica,3,68.83,206.49,Maritimo,Pendiente
1877,24/8/2024,Uruguay,Salto,Maria Sanchez,Auriculares,Accesorios,4,320.34,1281.36,Aereo,Pendiente
1878,9/3/2024,Ecuador,Quito,Pedro Sanchez,Laptop,Electronica,4,470.07,1880.28,Terrestre,En transito
1879,14/1/2025,Brasil,Sao Paulo,Juan Garcia,Impresora,Oficina,2,530.09,1060.18,Maritimo,En transito
1880,10/3/2024,Ecuador,Cuenca,Laura Garcia,Auriculares,Accesorios,3,634.07,1902.21,Maritimo,En transito
1881,15/11/2024,Paraguay,Encarnacion,Carlos Lopez,Teclado,Accesorios,4,1063.88,4255.52,Aereo,Pendiente
1882,28/7/2024,Argentina,Cordoba,Maria Martinez,Monitor,Electronica,3,1097.3,3291.9,Aereo,Entregado
1883,4/7/2024,Peru,Lima,Maria Lopez,Impresora,Oficina,1,109.71,109.71,Maritimo,Entregado
1884,1/7/2024,Ecuador,Quito,Laura Perez,Escritorio,Muebles,1,392.01,392.01,Terrestre,Cancelado
1885,23/3/2024,Ecuador,Guayaquil,Laura Rodriguez,Teclado,Accesorios,4,385.03,1540.12,Aereo,Entregado
1886,24/6/2024,Ecuador,Quito,Pedro Garcia,Escritorio,Muebles,1,496.12,496.12,Terrestre,Pendiente
1887,14/5/2024,Venezuela,Caracas,Carlos Lopez,Camara,Electronica,2,1008.43,2016.86,Aereo,En transito
1888,26/3/2025,Brasil,Sao Paulo,Ana Rodriguez,Escritorio,Muebles,2,1188.55,2377.1,Maritimo,Pendiente
1889,4/7/2024,Brasil,Sao Paulo,Ana Rodriguez,Laptop,Electronica,2,338.78,677.56,Terrestre,Pendiente
1890,21/1/2024,Chile,Santiago,Lucia Perez,Monitor,Electronica,4,715.17,2860.68,Aereo,En transito
1891,12/4/2024,Ecuador,Quito,Laura Rodriguez,Camara,Electronica,4,297.4,1189.6,Terrestre,Pendiente
1892,3/12/2024,Colombia,Cali,Ana Sanchez,Camara,Electronica,5,947.83,4739.15,Aereo,Cancelado
1893,22/12/2024,Paraguay,Asuncion,Ana Garcia,Laptop,Electronica,2,317.91,635.82,Aereo,En transito
1894,3/2/2025,Ecuador,Cuenca,Ana Garcia,Tablet,Electronica,1,1144.61,1144.61,Terrestre,En transito
1895,29/12/2024,Brasil,Rio de Janeiro,Luis Rodriguez,Teclado,Accesorios,4,1034.22,4136.88,Maritimo,En transito
1896,6/6/2024,Paraguay,Encarnacion,Juan Martinez,Auriculares,Accesorios,3,981.52,2944.56,Terrestre,Pendiente
1897,18/2/2024,Ecuador,Quito,Juan Rodriguez,Teclado,Accesorios,3,808.7,2426.1,Terrestre,Pendiente
1898,21/3/2025,Bolivia,Cochabamba,Pedro Lopez,Impresora,Oficina,3,695.42,2086.26,Terrestre,Cancelado
1899,18/7/2024,Venezuela,Caracas,Maria Rodriguez,Tablet,Electronica,1,37.69,37.69,Maritimo,Pendiente
1900,23/2/2024,Peru,Lima,Luis Lopez,Teclado,Accesorios,2,288.83,577.66,Terrestre,Pendiente
1901,5/5/2024,Bolivia,Santa Cruz,Maria Martinez,Teclado,Accesorios,1,163.22,163.22,Maritimo,Pendiente
1902,25/2/2024,Chile,Valparaiso,Pedro Garcia,Laptop,Electronica,3,443.58,1330.74,Maritimo,Cancelado
1903,27/4/2024,Paraguay,Ciudad del Este,Maria Rodriguez,Laptop,Electronica,1,1078.83,1078.83,Aereo,Cancelado
1904,9/12/2024,Chile,Concepcion,Ana Perez,Laptop,Electronica,4,299.58,1198.32,Terrestre,Entregado
1905,14/9/2024,Brasil,Brasilia,Juan Rodriguez,Auriculares,Accesorios,4,938.7,3754.8,Maritimo,En transito
1906,19/10/2024,Chile,Valparaiso,Laura Rodriguez,Auriculares,Accesorios,1,205.68,205.68,Terrestre,Entregado
1907,16/2/2024,Ecuador,Guayaquil,Pedro Sanchez,Monitor,Electronica,5,574.28,2871.4,Maritimo,En transito
1908,23/6/2024,Argentina,Rosario,Maria Lopez,Escritorio,Muebles,3,558.85,1676.55,Terrestre,Entregado
1909,19/7/2024,Peru,Arequipa,Maria Martinez,Celular,Electronica,5,417.13,2085.65,Aereo,Entregado
1910,19/1/2024,Argentina,Cordoba,Maria Lopez,Silla ergonomica,Muebles,4,56.01,224.04,Maritimo,Cancelado
1911,28/2/2024,Uruguay,Montevideo,Luis Sanchez,Monitor,Electronica,4,1131.99,4527.96,Terrestre,En transito
1912,26/12/2024,Uruguay,Paysandu,Juan Sanchez,Escritorio,Muebles,5,893.79,4468.95,Terrestre,Pendiente
1913,3/5/2024,Argentina,Buenos Aires,Laura Martinez,Monitor,Electronica,5,88.82,444.1,Aereo,Entregado
1914,31/1/2025,Uruguay,Paysandu,Juan Perez,Auriculares,Accesorios,3,36.82,110.46,Maritimo,En transito
1915,27/11/2024,Ecuador,Cuenca,Luis Rodriguez,Laptop,Electronica,4,868.16,3472.64,Terrestre,Pendiente
1916,24/8/2024,Paraguay,Ciudad del Este,Luis Martinez,Monitor,Electronica,4,636.66,2546.64,Terrestre,Cancelado
1917,4/3/2024,Chile,Valparaiso,Luis Garcia,Tablet,Electronica,2,806.19,1612.38,Aereo,En transito
1918,13/6/2024,Ecuador,Cuenca,Carlos Martinez,Teclado,Accesorios,4,728.83,2915.32,Terrestre,Entregado
1919,16/12/2024,Argentina,Rosario,Carlos Martinez,Impresora,Oficina,2,70.59,141.18,Aereo,Pendiente
1920,17/10/2024,Peru,Arequipa,Luis Rodriguez,Teclado,Accesorios,4,855.24,3420.96,Terrestre,Entregado
1921,22/6/2024,Chile,Valparaiso,Maria Lopez,Silla ergonomica,Muebles,3,123.44,370.32,Maritimo,Pendiente
1922,5/5/2024,Paraguay,Ciudad del Este,Laura Sanchez,Tablet,Electronica,3,464.65,1393.95,Aereo,Pendiente
1923,6/7/2024,Paraguay,Ciudad del Este,Maria Sanchez,Escritorio,Muebles,1,279.89,279.89,Aereo,En transito
1924,10/11/2024,Bolivia,Santa Cruz,Pedro Perez,Impresora,Oficina,2,790.15,1580.3,Maritimo,En transito
1925,20/2/2025,Bolivia,Cochabamba,Laura Rodriguez,Celular,Electronica,3,769.59,2308.77,Aereo,En transito
1926,27/7/2024,Colombia,Cali,Carlos Perez,Monitor,Electronica,3,178.89,536.67,Aereo,Pendiente
1927,15/4/2024,Ecuador,Quito,Carlos Rodriguez,Tablet,Electronica,1,158.23,158.23,Maritimo,Cancelado
1928,20/4/2024,Venezuela,Maracaibo,Juan Lopez,Escritorio,Muebles,1,250.12,250.12,Terrestre,Entregado
1929,1/10/2024,Uruguay,Paysandu,Lucia Lopez,Tablet,Electronica,4,336.29,1345.16,Aereo,Cancelado
1930,29/2/2024,Chile,Santiago,Luis Garcia,Camara,Electronica,2,720.6,1441.2,Aereo,Entregado
1931,10/12/2024,Peru,Cusco,Pedro Martinez,Laptop,Electronica,2,623.99,1247.98,Maritimo,Cancelado
1932,26/9/2024,Bolivia,La Paz,Maria Martinez,Teclado,Accesorios,5,515,2575,Maritimo,Pendiente
1933,1/4/2024,Argentina,Rosario,Carlos Garcia,Camara,Electronica,2,293.9,587.8,Aereo,Pendiente
1934,13/8/2024,Colombia,Bogota,Maria Rodriguez,Laptop,Electronica,1,583.22,583.22,Terrestre,En transito
1935,8/2/2025,Ecuador,Quito,Ana Perez,Impresora,Oficina,4,829.88,3319.52,Terrestre,En transito
1936,6/3/2025,Uruguay,Salto,Ana Rodriguez,Escritorio,Muebles,4,1195.35,4781.4,Maritimo,Entregado
1937,8/4/2024,Colombia,Bogota,Luis Martinez,Teclado,Accesorios,1,264.4,264.4,Aereo,Cancelado
1938,29/8/2024,Argentina,Buenos Aires,Carlos Garcia,Silla ergonomica,Muebles,5,1165.42,5827.1,Maritimo,Cancelado
1939,6/8/2024,Peru,Arequipa,Pedro Garcia,Auriculares,Accesorios,5,197.62,988.1,Maritimo,Entregado
1940,1/3/2024,Colombia,Bogota,Laura Perez,Silla ergonomica,Muebles,2,982.49,1964.98,Maritimo,Cancelado
1941,13/5/2024,Paraguay,Asuncion,Lucia Perez,Monitor,Electronica,3,521.1,1563.3,Terrestre,Entregado
1942,26/12/2024,Colombia,Cali,Maria Perez,Celular,Electronica,1,452.01,452.01,Maritimo,Entregado
1943,11/12/2024,Argentina,Rosario,Ana Martinez,Camara,Electronica,3,723.75,2171.25,Maritimo,En transito
1944,29/4/2024,Brasil,Rio de Janeiro,Carlos Perez,Silla ergonomica,Muebles,5,1064.13,5320.65,Terrestre,Cancelado
1945,6/1/2024,Peru,Arequipa,Pedro Rodriguez,Silla ergonomica,Muebles,2,1093.83,2187.66,Maritimo,Cancelado
1946,25/11/2024,Peru,Arequipa,Lucia Sanchez,Tablet,Electronica,4,959.9,3839.6,Terrestre,En transito
1947,7/2/2024,Colombia,Cali,Pedro Rodriguez,Escritorio,Muebles,1,728.15,728.15,Aereo,Cancelado
1948,14/7/2024,Paraguay,Ciudad del Este,Luis Martinez,Escritorio,Muebles,4,139.35,557.4,Maritimo,En transito
1949,20/6/2024,Uruguay,Salto,Carlos Martinez,Impresora,Oficina,2,499.39,998.78,Aereo,Entregado
1950,2/4/2024,Venezuela,Valencia,Laura Rodriguez,Impresora,Oficina,2,1165.41,2330.82,Maritimo,Cancelado
1951,10/5/2024,Peru,Lima,Ana Garcia,Auriculares,Accesorios,2,271.55,543.1,Aereo,Pendiente
1952,30/6/2024,Venezuela,Valencia,Juan Martinez,Celular,Electronica,4,794.78,3179.12,Maritimo,En transito
1953,23/4/2024,Argentina,Buenos Aires,Ana Sanchez,Laptop,Electronica,5,975.85,4879.25,Terrestre,En transito
1954,27/4/2024,Ecuador,Guayaquil,Juan Garcia,Laptop,Electronica,2,999.87,1999.74,Aereo,Pendiente
1955,27/4/2024,Brasil,Rio de Janeiro,Ana Sanchez,Laptop,Electronica,1,1037.16,1037.16,Maritimo,Cancelado
1956,20/4/2024,Peru,Lima,Carlos Rodriguez,Silla ergonomica,Muebles,3,1014.56,3043.68,Maritimo,En transito
1957,17/2/2025,Peru,Arequipa,Juan Perez,Celular,Electronica,4,315.99,1263.96,Aereo,Entregado
1958,8/11/2024,Ecuador,Guayaquil,Juan Lopez,Camara,Electronica,4,780.08,3120.32,Aereo,Entregado
1959,10/3/2025,Bolivia,Cochabamba,Luis Garcia,Impresora,Oficina,3,584.28,1752.84,Aereo,Entregado
1960,9/1/2025,Brasil,Rio de Janeiro,Ana Sanchez,Celular,Electronica,1,1170.7,1170.7,Aereo,En transito
1961,30/10/2024,Chile,Concepcion,Luis Lopez,Auriculares,Accesorios,2,181.17,362.34,Terrestre,En transito
1962,21/9/2024,Chile,Valparaiso,Luis Rodriguez,Auriculares,Accesorios,2,1075.97,2151.94,Maritimo,Pendiente
1963,30/1/2025,Peru,Cusco,Juan Garcia,Teclado,Accesorios,2,1149.35,2298.7,Terrestre,Cancelado
1964,19/6/2024,Brasil,Rio de Janeiro,Laura Rodriguez,Laptop,Electronica,5,195.94,979.7,Terrestre,Entregado
1965,16/3/2025,Uruguay,Salto,Maria Sanchez,Laptop,Electronica,4,584.67,2338.68,Maritimo,Pendiente
1966,21/4/2024,Paraguay,Ciudad del Este,Laura Martinez,Auriculares,Accesorios,3,935.41,2806.23,Terrestre,Pendiente
1967,14/7/2024,Paraguay,Ciudad del Este,Pedro Martinez,Auriculares,Accesorios,4,125.11,500.44,Maritimo,Entregado
1968,19/9/2024,Uruguay,Paysandu,Laura Sanchez,Tablet,Electronica,4,383.15,1532.6,Aereo,Pendiente
1969,6/1/2025,Uruguay,Salto,Juan Rodriguez,Silla ergonomica,Muebles,3,939.01,2817.03,Aereo,En transito
1970,13/12/2024,Chile,Concepcion,Lucia Lopez,Teclado,Accesorios,5,818.95,4094.75,Terrestre,Pendiente
1971,8/3/2024,Chile,Concepcion,Pedro Rodriguez,Celular,Electronica,5,772.04,3860.2,Terrestre,En transito
1972,20/1/2024,Uruguay,Montevideo,Maria Rodriguez,Laptop,Electronica,2,832.4,1664.8,Maritimo,Cancelado
1973,22/8/2024,Uruguay,Paysandu,Maria Perez,Impresora,Oficina,3,1149.22,3447.66,Aereo,Entregado
1974,7/4/2024,Ecuador,Cuenca,Luis Perez,Laptop,Electronica,4,972.7,3890.8,Aereo,Entregado
1975,6/12/2024,Venezuela,Valencia,Juan Martinez,Silla ergonomica,Muebles,1,836.1,836.1,Terrestre,Pendiente
1976,14/11/2024,Venezuela,Valencia,Laura Garcia,Teclado,Accesorios,3,252.08,756.24,Aereo,En transito
1977,8/10/2024,Argentina,Buenos Aires,Lucia Sanchez,Auriculares,Accesorios,3,247.46,742.38,Aereo,En transito
1978,22/2/2025,Chile,Santiago,Juan Martinez,Teclado,Accesorios,5,327.56,1637.8,Terrestre,Entregado
1979,8/3/2025,Colombia,Cali,Maria Martinez,Impresora,Oficina,2,610.78,1221.56,Aereo,En transito
1980,22/12/2024,Venezuela,Maracaibo,Luis Rodriguez,Laptop,Electronica,4,987.97,3951.88,Terrestre,En transito
1981,5/3/2024,Venezuela,Valencia,Juan Garcia,Monitor,Electronica,1,601.69,601.69,Terrestre,Pendiente
1982,15/10/2024,Venezuela,Caracas,Juan Rodriguez,Teclado,Accesorios,4,554.14,2216.56,Maritimo,Entregado
1983,19/11/2024,Peru,Arequipa,Carlos Perez,Camara,Electronica,5,223.42,1117.1,Maritimo,En transito
1984,12/11/2024,Chile,Concepcion,Laura Sanchez,Laptop,Electronica,5,357.42,1787.1,Aereo,Entregado
1985,14/12/2024,Chile,Concepcion,Juan Rodriguez,Monitor,Electronica,4,174.93,699.72,Maritimo,Entregado
1986,16/4/2024,Argentina,Cordoba,Pedro Lopez,Camara,Electronica,1,161.88,161.88,Aereo,En transito
1987,7/8/2024,Venezuela,Maracaibo,Juan Perez,Escritorio,Muebles,4,1031.28,4125.12,Aereo,En transito
1988,12/10/2024,Bolivia,La Paz,Luis Lopez,Monitor,Electronica,1,349.32,349.32,Maritimo,En transito
1989,28/8/2024,Venezuela,Caracas,Laura Perez,Monitor,Electronica,1,533.05,533.05,Maritimo,Entregado
1990,7/3/2025,Paraguay,Asuncion,Luis Garcia,Silla ergonomica,Muebles,4,750.49,3001.96,Terrestre,Cancelado
1991,26/6/2024,Bolivia,Cochabamba,Ana Garcia,Auriculares,Accesorios,3,113.52,340.56,Terrestre,En transito
1992,23/10/2024,Chile,Valparaiso,Laura Perez,Escritorio,Muebles,5,527.95,2639.75,Aereo,Entregado
1993,24/4/2024,Uruguay,Paysandu,Carlos Perez,Camara,Electronica,3,122.07,366.21,Terrestre,Entregado
1994,29/11/2024,Chile,Concepcion,Ana Martinez,Escritorio,Muebles,2,898.93,1797.86,Aereo,Pendiente
1995,19/5/2024,Argentina,Rosario,Laura Lopez,Escritorio,Muebles,3,882.12,2646.36,Maritimo,En transito
1996,22/3/2024,Venezuela,Valencia,Carlos Garcia,Teclado,Accesorios,5,1178.28,5891.4,Terrestre,Entregado
1997,11/3/2024,Peru,Arequipa,Pedro Sanchez,Laptop,Electronica,5,526.1,2630.5,Maritimo,Cancelado
1998,5/8/2024,Ecuador,Quito,Laura Sanchez,Auriculares,Accesorios,3,241.37,724.11,Maritimo,Pendiente
1999,3/11/2024,Bolivia,La Paz,Maria Sanchez,Auriculares,Accesorios,1,370.27,370.27,Maritimo,Entregado
2000,11/3/2025,Peru,Cusco,Juan Sanchez,Escritorio,Muebles,1,404.54,404.54,Aereo,Entregado
2001,30/9/2024,Ecuador,Quito,Pedro Rodriguez,Monitor,Electronica,4,219.72,878.88,Terrestre,Cancelado
2002,19/4/2024,Venezuela,Maracaibo,Lucia Rodriguez,Camara,Electronica,1,754.01,754.01,Terrestre,En transito
2003,11/12/2024,Paraguay,Asuncion,Laura Lopez,Teclado,Accesorios,2,1003.01,2006.02,Terrestre,Cancelado
2004,6/1/2025,Uruguay,Paysandu,Carlos Martinez,Tablet,Electronica,1,1196.76,1196.76,Maritimo,En transito
2005,11/6/2024,Ecuador,Quito,Maria Rodriguez,Laptop,Electronica,3,373.65,1120.95,Terrestre,Entregado
2006,1/5/2024,Bolivia,La Paz,Pedro Sanchez,Teclado,Accesorios,2,670.79,1341.58,Aereo,Entregado
2007,17/6/2024,Paraguay,Encarnacion,Maria Garcia,Camara,Electronica,2,373.05,746.1,Maritimo,En transito
2008,25/8/2024,Uruguay,Paysandu,Ana Lopez,Auriculares,Accesorios,4,1116.49,4465.96,Terrestre,En transito
2009,14/3/2025,Chile,Valparaiso,Maria Martinez,Auriculares,Accesorios,5,173.53,867.65,Maritimo,Cancelado
2010,22/8/2024,Ecuador,Cuenca,Laura Garcia,Auriculares,Accesorios,4,931.01,3724.04,Maritimo,En transito
2011,25/8/2024,Paraguay,Encarnacion,Laura Perez,Camara,Electronica,5,1173.29,5866.45,Maritimo,En transito
2012,11/5/2024,Bolivia,La Paz,Laura Sanchez,Impresora,Oficina,3,896.58,2689.74,Terrestre,Entregado
2013,20/6/2024,Uruguay,Montevideo,Laura Lopez,Impresora,Oficina,3,265.55,796.65,Terrestre,En transito
2014,25/6/2024,Uruguay,Montevideo,Lucia Rodriguez,Auriculares,Accesorios,5,780.18,3900.9,Aereo,Entregado
2015,14/3/2024,Uruguay,Salto,Laura Sanchez,Silla ergonomica,Muebles,5,840.94,4204.7,Aereo,Entregado
2016,21/1/2025,Chile,Valparaiso,Luis Garcia,Celular,Electronica,3,628.87,1886.61,Maritimo,En transito
2017,5/2/2025,Venezuela,Valencia,Luis Lopez,Monitor,Electronica,4,358.28,1433.12,Maritimo,Cancelado
2018,2/3/2024,Chile,Santiago,Lucia Sanchez,Escritorio,Muebles,3,158.69,476.07,Aereo,Pendiente
2019,20/5/2024,Argentina,Rosario,Ana Martinez,Silla ergonomica,Muebles,2,689.58,1379.16,Terrestre,En transito
2020,4/2/2024,Peru,Cusco,Lucia Rodriguez,Auriculares,Accesorios,5,971,4855,Aereo,Cancelado
2021,18/7/2024,Colombia,Bogota,Maria Martinez,Celular,Electronica,1,1024.34,1024.34,Terrestre,Cancelado
2022,14/8/2024,Brasil,Brasilia,Carlos Perez,Teclado,Accesorios,2,1185.97,2371.94,Terrestre,Pendiente
2023,15/5/2024,Chile,Concepcion,Pedro Perez,Auriculares,Accesorios,3,1056.74,3170.22,Terrestre,Cancelado
2024,3/2/2024,Chile,Concepcion,Lucia Garcia,Silla ergonomica,Muebles,4,1169.98,4679.92,Maritimo,Entregado
2025,22/5/2024,Uruguay,Montevideo,Maria Perez,Camara,Electronica,4,1001.28,4005.12,Maritimo,En transito
2026,5/7/2024,Uruguay,Montevideo,Ana Rodriguez,Teclado,Accesorios,4,159.18,636.72,Maritimo,Pendiente
2027,17/2/2025,Paraguay,Asuncion,Luis Rodriguez,Teclado,Accesorios,5,994.05,4970.25,Aereo,Pendiente
2028,12/2/2024,Peru,Cusco,Luis Rodriguez,Tablet,Electronica,2,375.17,750.34,Maritimo,Entregado
2029,24/2/2025,Chile,Concepcion,Lucia Martinez,Auriculares,Accesorios,3,77.79,233.37,Maritimo,Pendiente
2030,9/3/2024,Venezuela,Valencia,Lucia Sanchez,Monitor,Electronica,5,489.16,2445.8,Terrestre,Pendiente
2031,26/11/2024,Colombia,Bogota,Maria Sanchez,Escritorio,Muebles,1,974.32,974.32,Maritimo,Entregado
2032,1/9/2024,Argentina,Buenos Aires,Pedro Martinez,Impresora,Oficina,3,774.51,2323.53,Aereo,En transito
2033,1/5/2024,Ecuador,Cuenca,Laura Rodriguez,Teclado,Accesorios,1,1104.59,1104.59,Maritimo,Entregado
2034,29/11/2024,Peru,Lima,Laura Sanchez,Monitor,Electronica,1,712.25,712.25,Aereo,Pendiente
2035,29/11/2024,Argentina,Rosario,Laura Sanchez,Monitor,Electronica,4,1023.13,4092.52,Maritimo,Cancelado
2036,20/1/2025,Uruguay,Salto,Luis Martinez,Teclado,Accesorios,5,717.61,3588.05,Terrestre,Cancelado
2037,21/1/2025,Chile,Valparaiso,Luis Martinez,Escritorio,Muebles,4,73,292,Terrestre,Entregado
2038,25/11/2024,Paraguay,Encarnacion,Ana Lopez,Monitor,Electronica,5,186.67,933.35,Maritimo,Entregado
2039,8/6/2024,Colombia,Medellin,Pedro Perez,Celular,Electronica,1,295.93,295.93,Maritimo,En transito
2040,31/5/2024,Ecuador,Guayaquil,Luis Martinez,Silla ergonomica,Muebles,3,393.62,1180.86,Terrestre,En transito
2041,11/2/2025,Chile,Valparaiso,Juan Martinez,Auriculares,Accesorios,4,286.67,1146.68,Aereo,Entregado
2042,12/9/2024,Chile,Valparaiso,Laura Sanchez,Impresora,Oficina,3,1016.5,3049.5,Terrestre,Cancelado
2043,5/6/2024,Brasil,Rio de Janeiro,Lucia Sanchez,Camara,Electronica,3,492.42,1477.26,Terrestre,Pendiente
2044,9/2/2024,Brasil,Rio de Janeiro,Juan Garcia,Monitor,Electronica,2,792.37,1584.74,Terrestre,Entregado
2045,11/10/2024,Brasil,Rio de Janeiro,Laura Lopez,Laptop,Electronica,4,181.21,724.84,Aereo,Cancelado
2046,27/2/2025,Ecuador,Quito,Carlos Rodriguez,Camara,Electronica,1,739.83,739.83,Aereo,Cancelado
2047,2/2/2025,Uruguay,Salto,Juan Rodriguez,Camara,Electronica,3,1093.2,3279.6,Aereo,En transito
2048,14/12/2024,Peru,Arequipa,Lucia Perez,Tablet,Electronica,4,113.55,454.2,Maritimo,En transito
2049,29/12/2024,Ecuador,Quito,Juan Rodriguez,Tablet,Electronica,1,501.16,501.16,Terrestre,En transito
2050,23/9/2024,Ecuador,Quito,Ana Sanchez,Escritorio,Muebles,1,416.13,416.13,Maritimo,Cancelado
2051,18/6/2024,Ecuador,Guayaquil,Carlos Martinez,Laptop,Electronica,2,1079.19,2158.38,Aereo,Entregado
2052,12/5/2024,Argentina,Cordoba,Ana Martinez,Escritorio,Muebles,5,208.87,1044.35,Terrestre,Pendiente
2053,28/1/2024,Uruguay,Montevideo,Laura Garcia,Tablet,Electronica,3,447.89,1343.67,Maritimo,En transito
2054,1/3/2024,Paraguay,Asuncion,Carlos Lopez,Escritorio,Muebles,4,964.29,3857.16,Maritimo,Cancelado
2055,10/12/2024,Colombia,Cali,Lucia Martinez,Laptop,Electronica,4,403.9,1615.6,Aereo,Cancelado
2056,14/2/2025,Colombia,Medellin,Laura Rodriguez,Auriculares,Accesorios,5,699.1,3495.5,Maritimo,En transito
2057,3/3/2024,Peru,Lima,Juan Perez,Teclado,Accesorios,2,83.59,167.18,Maritimo,Cancelado
2058,28/3/2024,Brasil,Sao Paulo,Lucia Lopez,Auriculares,Accesorios,5,819.29,4096.45,Maritimo,En transito
2059,7/1/2024,Bolivia,Santa Cruz,Laura Rodriguez,Escritorio,Muebles,5,973.26,4866.3,Maritimo,En transito
2060,24/2/2024,Ecuador,Cuenca,Pedro Perez,Impresora,Oficina,5,707.21,3536.05,Terrestre,Cancelado
2061,10/1/2024,Paraguay,Encarnacion,Pedro Garcia,Monitor,Electronica,2,927.04,1854.08,Maritimo,En transito
2062,27/5/2024,Paraguay,Encarnacion,Maria Perez,Silla ergonomica,Muebles,1,815.15,815.15,Aereo,Entregado
2063,23/1/2024,Colombia,Medellin,Ana Perez,Escritorio,Muebles,1,689.31,689.31,Maritimo,En transito
2064,24/1/2025,Argentina,Buenos Aires,Maria Martinez,Silla ergonomica,Muebles,5,1195.9,5979.5,Aereo,Cancelado
2065,26/12/2024,Brasil,Rio de Janeiro,Lucia Lopez,Tablet,Electronica,2,771.12,1542.24,Terrestre,Entregado
2066,11/3/2024,Brasil,Sao Paulo,Luis Rodriguez,Monitor,Electronica,4,662.99,2651.96,Aereo,Cancelado
2067,13/3/2024,Paraguay,Ciudad del Este,Juan Rodriguez,Celular,Electronica,1,785.8,785.8,Maritimo,Cancelado
2068,15/1/2025,Argentina,Rosario,Lucia Rodriguez,Monitor,Electronica,5,22.61,113.05,Aereo,Cancelado
2069,10/1/2025,Ecuador,Guayaquil,Carlos Martinez,Impresora,Oficina,3,338.46,1015.38,Terrestre,Pendiente
2070,13/7/2024,Colombia,Medellin,Lucia Garcia,Laptop,Electronica,2,264.57,529.14,Aereo,Cancelado
2071,28/10/2024,Colombia,Medellin,Ana Garcia,Escritorio,Muebles,2,515.36,1030.72,Terrestre,En transito
2072,27/4/2024,Paraguay,Encarnacion,Laura Rodriguez,Teclado,Accesorios,3,453.57,1360.71,Maritimo,Pendiente
2073,21/3/2024,Uruguay,Montevideo,Lucia Garcia,Celular,Electronica,5,899.91,4499.55,Aereo,Cancelado
2074,11/1/2025,Brasil,Rio de Janeiro,Laura Martinez,Impresora,Oficina,2,499.04,998.08,Terrestre,Pendiente
2075,18/6/2024,Ecuador,Cuenca,Pedro Martinez,Camara,Electronica,2,904.82,1809.64,Aereo,Pendiente
2076,9/11/2024,Paraguay,Asuncion,Laura Sanchez,Auriculares,Accesorios,4,190.13,760.52,Aereo,Pendiente
